AGENT_NO	CODE	SUB_NO	REMARKS	REFUND	DES	INI	NAME	DEPT	INSTITUTE	ADDRESS	CITY	DISTT	COUNTRY	PIN	FASC	P	NOP	JAA	NOJAA	MS	NOMS	EPS	NOEPS	BMS	NOBMS	CS	NOCS	S	NOS	JB	NOJB	JG	NOJG	RES	NORES	AS	NOAS	CURR	NOCURR	PAID_FLAG	REMARK	ST_YR	END_YR	ST_DT	END_DT	AGENT	B	AN	AD	AD1	AD2	AC	ACO	CANCEL	EMAIL	TEL
0	IC	6169	Another Email: madina_kdp@rediffmail.com				Principal	Madina Engineering College	Near Airport	Kamalapuram Road	Kadapa 516 003		A.P.	516 003		0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Y	RES	2006	2010		12/31/1900										madina_kdp@yahoo.com	
0	IC	6170					Principal	"New Arts,Commerce & Science College"	(AJMVP Samaj's)		Ahmednagar 414 001		M.S.	414 001		6	1	6	1	7	1	6	1	7	1	6	1	6	1	7	1	6	1	6	1	0	0	14	1	Y	CURR	1989	2010	1/1/1989	12/31/1998											
0	IC	6171					Principal	Marwari College	(A constituent unit of Ranchi Univ)	(for Library)	Ranchi 834 001		Jharkhand	834 001		5	1	5	1	5	1	5	1	5	1	5	1	5	1	8	1	5	1	4	1	0	0	9	1	Y	JG	1989	2012	1/1/1997	12/31/1995										marwaricollegeranchi@gmail.com	
0	IC	6172					Principal	Rungta College of Engineering	and Technology	"Kohka-Kurud Road, Bhilai"	Durg 490 024		Chhattisgarh	490 024		4	1	4	1	4	1	4	1	4	1	4	1	4	1	4	1	4	1	6	1	0	0	5	1		PS	1999	2012	1/1/1999	12/31/1900										subscriptioncentre37@yahoo.com	
0	IC	6173					Principal	Jawahar Bharati Degree College	Attn: Librarian	District Nellore	Kavali 524 201		A.P.	524 201		0	0	0	0	0	0	0	0	0	0	1	1	0	0	5	1	0	0	3	1	0	0	7	1	Y	RES	2002	2011	1/1/2007	12/31/1997											
0	II	6174	"CURR INST MEM   Billing for: 2838, 2839,"	4233 to 4241 (including this tot. 12 subsn)			Librarian	Indian Institute of Geomagnetism	Kalamboli Highway	New Panvel West	Navi Mumbai 410 218		M.S.	410 218		14	1	3	1	0	0	14	3	0	0	0	0	0	0	0	0	0	0	8	1	0	0	14	1	Y	RES	1989	2012	1/1/1996	12/31/1996										iiglib@iigs.iigm.res.in	
0	IC	6175					Dean	Centre for Scientific & applied Res	School of Basic Engg & Science	PSN College of Engg. Melathediyoor	Tirunelveli 627 152		T.N.	627 152		0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	1	1	1	1	1	0	0	0	0	Y	JG	2006	2010	1/1/2006	12/31/1994	Subscription Centre										
0	IC	6176					Chief Executive                 **	Mookambigai College of Engineering	Srinivasa Nagar	Kalamavur (Pudukkottai District)	Keeranur 622 502		T.N.	622 502		5	1	4	1	5	1	5	1	5	1	5	1	5	1	5	1	5	1	7	1	0	0	5	1	Y	RES	1996	2012	1/1/1997	12/31/1900										pdk_mce@sancharnet.in	
0	II	6177					"[Ref: Andhra University, Waltair]"	Allied Publishers Subscription	Agency	"3-2-844/6&7, Kachiguda Station Road"	Hyderabad 500 027		A.P.	500 027		1	1	0	0	0	0	1	1	3	1	0	0	0	0	0	0	7	1	0	0	0	0	4	1	Y	CURR	1998	2011		12/31/1996											
0	II	6178	CURR INST MEM	Another Email: kbs@isical.ac.in			Chief Librarian	Indian Statistical Institute	"203, Barrackpore Trunk Road"		Kolkata 700 108		W.B.	700 108		11	1	11	1	15	1	15	1	11	1	15	1	15	1	13	1	13	1	8	1	0	0	0	0	Y	RES	1989	2012	1/1/1996	12/31/1996											
0	IC	6179					Director of Instructions	College of Agriculture	"UAS, Raichur Campus Libary"	Post Box No. 24	Raichur 584 101		Karnataka	584 101		11	1	11	1	11	1	11	1	11	1	11	1	11	1	11	1	13	1	6	1	0	0	14	1	Y	RES	1989	2009	1/1/1997	12/31/1995											
0	IC	6180					Principal	"Charak College of Pharmacy & Res.,"	"Gat No. 720/1&2, Wagholi"	"Taluk Haveli, District Pune"	Wagholi 412 207		M.S.			0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0		JB	2006	2006		12/31/1995	Rhino										
0	II	6181					Scientific Officer (Library)	Ministry of Environment & Forests	"Paryavaran Bhavan, C.G.O. Complex"	"'B' Block, Phase II, Lodi Road"	New Delhi 110 003		Delhi	110 003		0	0	0	0	8	1	8	1	0	0	8	1	8	1	5	1	0	0	1	1	0	0	4	1	Y	CURR	1989	2006	1/1/1997	12/31/1996											
0	IC	6182					Principal	CK Pithawalla Institute of Pharmac-	eutical Sci.& Res. Nr Malvan Temple	"Via Magdall Port, Dumas Road"	Surat 395 007		Gujarat	395 007		0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Y	RES	2004	2011		12/31/1996										ckpipsr@gmail.com	
0	IC	6183					Librarian	Administrative Management College	"18th K.M., Bannerghatta Road"		Bangalore 560 083		Karnataka	560 083		6	1	6	1	6	1	6	1	6	1	6	1	6	1	6	1	6	1	6	1	0	0	6	1	Y	JAA	2002	2012	1/1/2002	12/31/1998											
0	IN	6184					Research Scientist - R&D Library	Rashtriya Chemicals & Fertilizers	"Ltd, Near Admn Bldg"	"Mahul Road, Chembur"	Mumbai 400 074		M.S.	400 074		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	1	Y	CURR	1989	2012	1/1/1989	12/31/1996											
0	IC	6185					Librarian	JK College of Education	"NH-7, Madurai Road"	Begampur PO	Dindigul 624 002		T.N.	624 002		0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Y	CURR	1998	2012		12/31/1990											
0	IC	6186					Principal	"CBK's Basaveshwar Science, Raja"	Vijaysingh Commerce & Raja Jaysinh	Arts College	Akalkot 413 216		M.S.	413 216		4	1	1	1	1	1	3	1	1	1	1	1	1	1	4	1	1	1	8	1	0	0	9	1	Y	RES	1999	2012	1/1/1996	12/31/1996											
0	II	6187	CURR INST MEM				Librarian (Lib. of Fisheries Sci.)	Central Institute of Fisheries	"Education (Deemed Univ, (ICAR))"	"Fisheries University Road, Versova"	Mumbai 400 061		M.S.	400 061		0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	1	5	1	7	1	0	0	0	0	Y	RES	1989	2012	1/1/1997	12/31/1996											
0	IC	6188					Principal	Krishnasamy College of Engg & Tech.	Nellikuppam High Road	Senji Kumarapuram	Cuddalore 607 109		T.N.	607 109		5	1	0	0	4	1	0	0	5	1	0	0	4	1	0	0	0	0	5	1	0	0	1	1	Y	RES	2003	2011	1/1/2011	12/31/1993										kcet@skret.ac.in	
0	IC	6189					Principal                       **	SRJ Government Girls College	Near GPO		Neemuch Cant. 458 441		M.P.	458 441		2	1	0	0	0	0	0	0	2	1	0	0	0	0	5	1	0	0	2	1	0	0	3	1		CURR	2002	2011	1/1/2002	12/31/1900											
0	IC	6190					Principal	Netaji Subhash Chandra Bose Govt.	Girls Degree College	Aliganj	Lucknow 226 001		U.P.	226 001		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	Y	CURR	2006	2007	1/1/2006	12/31/1995											
0	IC	6191					Director	UGC-Academic Staff College	University of Hyderabad	Central University P.O.	Hyderabad 500 046		A.P.	500 046		4	1	0	0	3	1	0	0	0	0	2	1	0	0	4	1	0	0	4	1	0	0	3	1	Y	CURR	1991	2012	1/1/1991	12/31/1995										yakkalan@uohyd.ernet.in	
0	II	6192					Officer-in-Charge (Attn: Library)*	Indian Veterinary Research Inst.	Regional Station		Palampur 176 061		H.P.	176 061		0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	2	0	0	0	0	0	0	11	2	Y	CURR	1989	2012	1/1/2007	12/31/1995										omsharma53@yahoo.com	
0	IC	6193					Principal	Government College (Men)			Anantapur 515 003		A.P.	515 003		0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	0	0	Y	RES	2004	2008	1/1/2004	12/31/1995											
0	II	6194					Librarian In-charge	Sri Krishnadevaraya University	(SK University)	Sri Venkateswarapuram P.O.	Anantapur 515 003		A.P.	515 003		14	1	2	1	9	1	5	1	14	1	9	1	1	1	13	1	4	1	7	1	0	0	12	1	Y	RES	1989	2012	1/1/2010	12/31/1994										rhino1@vsnl.com	
0	II	6195					Principal	Shardabai Pawar Mahila Mahavidalaya	Shardanagar	Tq Baramati	Pune 413 115		M.S.	413 115		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	Y	RES	2002	2012		12/31/1996										rsiahakkare2020@gmail.com	
0	IC	6196	Website: www.ietbhaddal.org				Principal	Institute of Engineering & Tech.	Bhaddal	District Ropar	Mianpur 140 108		Punjab	140 108		5	1	0	0	0	0	0	0	7	1	0	0	6	1	0	0	0	0	6	1	0	0	6	1	Y	JB	2003	2011	1/1/2009	12/31/1995										subscriptioncentre37@yahoo.com	
0	IC	6198					Principal	PPN (PG) College	"96/12, Mahatma Gandhi Marg"		Kanpur 208 001		U.P.	208 001		2	1	2	1	2	1	2	1	2	1	2	1	2	1	2	1	2	1	2	1	0	0	2	1	Y	RES	2000	0	1/1/2000	12/31/1993											
0	II	6199					Head	Department of Geology	Kumaun University	"Durham Compound, Ayarapata"	Nainital 263 002		Uttarakhand	263 002		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	20	1	Y	CURR	89	2015	1/1/1997	12/31/1998											
0	IC	6200					Principal	Shivalik College of Pharmacy		Ropar District	Nangal 140 126		Punjab	140 126		10	1	10	1	0	0	0	0	10	1	10	1	0	0	8	1	0	0	7	1	0	0	15	1	Y	CURR	2001	2012	1/1/2003	12/31/1998											
0	II	6201					Scientist	Central Horticultural Exp. Station	"Tata Road, Plandu"	"Rajaulatu P.O., Namkum"	Ranchi 834 010		Jharkhand	834 010		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	1	Y	CURR	1990	2010		12/31/1996											
0	IC	6202					The Principal	Women's College	Aligarh Muslim University		Aligarh 202 001		U.P.			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	1	Y	CURR	89	2003	1/1/1989	12/31/1995											
0	IC	6203					Librarian	"Sonopant Dandekar Arts College, VS"	Apte Commerce College & MH Mehta	"Science College, Thane District"	Palghar 401 404		M.S.	401 404		0	0	0	0	0	0	0	0	10	1	0	0	0	0	0	0	0	0	7	1	0	0	0	0	Y	BMS	1989	2012	1/1/1997	12/31/1998											
0	II	6204					Head	Department of Aquatic Biology &	"Fisheries, Univertsity of Kerala"	Kariavattom Campus	Trivandrum 695 581		Kerala	695 581		0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	0	4	1	Y	CURR	2002	2012	1/1/2010	12/31/1994											
0	II	6205					Library	Institute of Bioinformatics and	"Applied Biotechnolgy, Biotech Park"	Electronics City Phase 1 Nxt A Mils	Bangalore 560 100		Karnataka	560 100		0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	1	0	0	7	1	0	0	6	1	Y	CURR	2002	2014	1/1/2002	12/31/1995										mbansal@ibab.ac.in	
0	IC	6206					Principal	Roever Engineering College	"Erambalur P.O.,"	District Tiruchirappalli	Perambalur 621 212		T.N.	621 212		0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	Y	CURR	2006	2008		12/31/1993										roevereng@yahoo.com	
0	IC	6207					Principal	Brijlal Biyani Science College	(for Library)	Biyani Educational Campus	Amravati 444 605		M.S.	444 605		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	17	1	Y	CURR	1990	2012	1/1/1990	12/31/1996	KLAM2011										
0	IC	6209					Principal	MASS College of Arts & Science		Chennai Salai	Kumbakonam 612 501		T.N.	612 501		4	1	4	1	0	0	4	1	0	0	0	0	4	1	9	1	0	0	1	1	0	0	9	1	Y	CURR	89	2012	1/1/2001	12/31/1996											
0	II	6210	Mobile Phone: 9832133546 (Dr MK Chatterjee)				Executive Director	Bengal Institute of Technology & Mn	"P.O.Doranda, Nr Santiniketan"	Sriniketan by Pass Road	Birbhum 731 236		W.B.	731 236		2	1	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	2	1	0	0	0	0	Y	JG	2005	2012	1/1/2005	12/31/1998										apsachn@vsnl.com	
0	IC	6211					Principal	MLC Government Girls PG College			Khandwa 450 001		M.P.	450 001		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	1	0	0	2	1	Y	JG	2004	2012	1/1/2004	12/31/1998	KLAM2011										
0	IC	6212					Principal	Vidyasagar Teachers' Training Col.	"Midnapore P.O.,"	District Paschim Medinipur	Midnapore 721 101		W.B.	721 101		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	Y	RES	2006	2017	1/1/2006	12/31/1995											
0	II	6213					Director	State Forensic Science Laboratory	Attn: Library		Sagar 470 001		M.P.	470 001		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	13	1	Y	CURR	1990	2012		12/31/1995											
0	IC	6214					Principal	KSG College of Arts & Science	SF NO 93  Kamaraj Road	Upplipalayam PO	Coimbatore 641 015		T.N.	641 015		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	2	1		JAA	2002	2012	1/1/2002	12/31/1991										jksg_trust@yahoo.co.in	
0	IC	6215					[Ref: PES School of Engineering]	Surya Infotainment Products Pvt Ltd	(BG-GPO BAG 5344)ABHILAASH 12-A/1	"YAMUNABI ROAD,MADHAVANAGAR"	Bangalore 560 001		Karnataka	560 001		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	Y	CURR	2006	2012	1/1/2006	12/31/1995										sipmag@airtelmail.in	
0	IC	6216					Librarian	Nirmala College for Women	Red Fields		Coimbatore 641 018		T.N.	641 018		5	1	2	1	5	1	2	1	2	1	2	1	5	1	5	1	2	1	5	1	0	0	5	1	Y	CURR	2001	2012	1/1/2010	12/31/1990										syccollegehalkarni@yahoo.com	
0	IC	6217					Principal	Sandur Education Society's	"Arts, Science & Commerce College"	Bellary District	Sandur 583 119		Karnataka	583 119		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	1	0	0	0	0	Y	CURR	1996	2012	1/1/2001	12/31/1992											
0	II	6219	CURR INST MEM				University Librarian	Jiwaji University	Central Library		Gwalior 474 011		M.P.	474 011		15	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	8	1	0	0	0	0	N	RES	1989	2012	1/1/1997	12/31/1996											
0	IC	6220					The Principal  [For Library]	Sri Padmavathi School of Pharmacy	Mohan Gardens B/h RK Kalyana Mantap	"Vaishnavi Nagar, Tiruchanoor"	Tirupati 517 503		A.P.	517 503		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	1	Y	CURR	89	2012	1/1/2000	12/31/1996										spspprinci@yahoo.com	
0	II	6221					"Librarian, Jawaharlal Nehru Library"	Dr Harisingh Gour Vishwavidyalaya	(Formerly Sagar University)	Gour Nagar	Sagar 470 003		M.P.	470 003		13	1	15	1	12	1	12	1	15	1	12	1	13	1	13	1	12	1	8	1	0	0	18	1	Y	RES	1989	2012	1/1/1996	12/31/1996											
0	IC	6222					Principal	Lal Bahadur College			Warangal 506 007		A.P.	506 007		0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	2	1	Y	JB	2006	2012		12/31/1995											
0	IC	6223					[Ref:MIT Polytechnic College Salem)	Hindustan Subscripiton Service	"PMG Complex, 1st Floor"	"57, South Usman Road, T. Nagar"	Chennai 600 017		T.N.	600 017		0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	1	1	0	0	0	0	3	1	Y	CURR	2001	2012	4/1/2001	12/31/1996										hindsub@gmail.com	
0	IC	6224					Librarian	E-max School of Engg. & Applied Res	6KM from Kalpi Towards Naraingarh	Badhauli	Ambala 134 203		Haryana	134 203		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	1	0	0	8	1	Y	RES	1996	2009	1/1/2001	12/31/1990											
0	IC	6225	MS 2007 through Sub. Centre				Principal	Lal Bahadur College	PG Centre		Warangal 506 007		A.P.	506 007		1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	12	1	Y	CURR	1989	2012	1/1/2007	12/31/1998											
0	IC	6226					Principal	CH.Lekh Raj Educational &	"Charitable Trust, 111, Santpura Rd"	Model Town	Yamuna Nagar 135 001		Haryana	135 001		4	1	3	1	3	1	3	1	4	1	3	1	3	1	3	1	3	1	4	1	0	0	14	1	Y	CURR	2008	2009	1/1/2008	12/31/1995											
0	IC	6227					Principal	SJM Institute of Technology	National Highway 4 Byepass Road	Post Box No. 73	Chitradurga 577 502		Karnataka	577 502		9	1	0	0	12	1	12	1	7	1	12	1	10	1	0	0	0	0	10	1	0	0	3	1	Y	RES	1996	2012	1/1/1997	12/31/1997										principal@sjmit.ac.in	
0	II	6228					"Librarian, Central Library"	Allahabad Agricultural Institute	(Deemed University)		Allahabad 211 007		U.P.	211 007		1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	1	2	1	1	1	0	0	2	1	Y	CURR	2001	2012	1/1/2005	12/31/1992	Law Publishers									lawpub@vsnl.com	
0	IC	6229					Principal	Sri Venkateswara Inst. of Science	& Tech. Pulivendla Road	Tadigota (V) C.K.Dinne (Md)	Kadapa 516 003		A.P.	516 003		1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	1	1	Y	RES	2007	2009	1/1/2009	12/31/1998											
0	II	6230					"[Ref: Allama Iqbal Lib, Kashmir Un]"	Computer Mart	Kashmir University Road	Hazratbal	Srinagar 190 006		J&K	190 006		5	1	6	1	2	1	2	1	5	1	2	1	3	1	5	1	5	1	5	1	0	0	2	1	Y	RES	1997	2010	1/1/2010	12/31/1996										abhamid@sancharnet.in	
0	II	6231					Dy Director General	Geological Survey of India	"Operation West Coast-1, Marine Wing"	"Mangala Devi Road, Pandeshwar"	Mangalooru 575 001		Karnataka	575 001		0	0	0	0	0	0	5	1	0	0	1	1	0	0	0	0	0	0	6	1	0	0	14	1	Y	RES	1990	2012	1/1/2004	12/31/1996											
0	IC	6232					Librarian	Nowrosjee Wadia College	"19, Late Principal VK Joag Path"		Pune 411 001		M.S.	411 001		3	1	3	1	3	1	3	1	3	1	3	1	3	1	3	1	3	1	3	1	0	0	8	1		CURR	1989	2012	1/1/2010	12/31/1995											
0	IC	6233					Principal	RJS First Grade College	(Karnataka State Reddy Jana Sangha)	"16th Main, III Block, Koramangala"	Bangalore 560 034		Karnataka	560 034		0	0	0	0	0	0	0	0	0	0	2	1	0	0	2	1	2	1	0	0	0	0	2	1	Y	RES	2006	2012		12/31/1992										prabhamani.2008@gmail.com	
0	IC	6234					Principal	Haribhau Upadhyay Teachers College	for Women (Rajasthan Vidyapeeth's)	Hatundi	Ajmer 305 012		Rajasthan	305 012		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	0	0	0	0	Y	RES	1996	2007	1/1/2000	12/31/1900											
0	IC	6235					[Ref: Purchase Order no 111)	Power Book House	"New No.5 Old No.2 , 6th Street"	"Jai Nagar, arumbakkam"	Chennai 600 106		T.N.	600 106		0	0	0	0	1	2	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	1	1	Y	CURR	2006	2009	1/1/2006	12/31/1994											
0	II	6236					Librarian (PK Kelkar Library)	Indian Institute of Technology	Attn: Periodicals Division		Kanpur 208 016		U.P.	208 016		9	1	11	1	11	1	11	1	11	1	11	1	11	1	9	1	9	1	7	1	0	0	10	1	Y	RES	1989	2012	1/1/1997	12/31/1995	DS Info. Services										
0	IC	6237					Principal	Khalsa College	Garhdiwala	District Hoshiarpur	Garhdiwala 144 207		Punjab	144 207		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	1	0	0	6	1	Y	RES	1996	2010	1/1/2002	12/31/1990											
0	II	6238	Another Email: mpandey_ig63002@yahoo.co.in				"Librarian, Nehru Library"	"Indira Gandhi Agricultural Univer.,"	Post Box No. 94	P.O. Krishak Nagar	Raipur 492 006		Chhattisgarh	492 006		5	1	5	1	5	1	5	1	5	1	5	1	5	1	5	1	5	1	1	1	0	0	20	1	Y	RES	1989	2012	1/1/2000	12/31/1995											
0	IC	6239					Principal        RES SUBS FROM KLAM	Jawahar Navodaya Vidyalaya  Mahe	Pandakkal Po	Mahe	Puducherry 673 310		Puducherry	673 310		1	1	0	0	1	1	0	0	0	0	1	1	0	0	1	1	0	0	2	1	0	0	0	0	Y	AS	2006	2012	1/1/2012	12/31/1900	KLAM2012									rkavalan@yahoo.co.in	
0	IC	6241					"Head, Department of Physics"	Urumu Dhanalakshmi College	Attn: Dr. R. Thiagarajan		Trichy 620 019		T.N.	620 019		12	1	0	0	0	0	0	0	13	1	0	0	0	0	0	0	0	0	0	0	0	0	2	1	Y	P	1989	2013	1/1/1989	12/31/1998											
0	II	6242					Deputy Director (Admin.)	Electronics Regional Test	"Laboratory (West), Plot No. F7 & 8,"	"MIDC Area, Opp. SEEPZ, Andheri East"	Mumbai 400 093		M.S.	400 093		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	1	0	0	0	0	Y	JG	2000	2010	1/1/2000	12/31/1995										ertlbom@bom4.vsnl.net.in	
0	IC	6243	RES through CNA				Librarian	Kirori Mal College Library	University of Delhi Campus		Delhi 110 007		Delhi	110 007		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	1	0	0	15	1	Y	CURR	1990	2012	1/1/2003	12/31/1996											
0	IC	6244					Principal                       **	DKD College	NS Library	Dergaon	Golaghat 785 614		Assam	785 614		4	1	3	1	4	1	3	1	3	1	3	1	3	1	3	1	3	1	4	1	0	0	4	1	Y	JG	2001	2012	1/1/2001	12/31/1995											
0	II	6245					(Ref:Unnamalai Institute of Tech)	Hindustan Subscription Service	"PMG Complex 1st Floor, No 57"	"South Usman Road, T Nagar"	Chennai 600 017		T.N.	600 017		0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	2	1	Y	JG	2002	2011	1/1/2002	12/31/1993											
0	II	6246					The Director (for Library)	"Geological Survey of India, Central"	"Zone, New G.S.I. Complex"	"""C"" Block  2nd Floor,Suminary Hills"	Nagpur 440 006		M.S.	440 006		4	1	4	1	6	1	9	1	4	1	6	1	6	1	3	1	0	0	0	0	0	0	8	1	Y	CURR	89	2003	1/1/1989	12/31/1995											
0	IC	6247	Website: www.sgceb.com				Principal	SGS Government PG (Auto) College			Sidhi 486 661		M.P.	486 661		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	Y	CURR	2006	2014	1/1/2006	12/31/1995										asc.342@gmail.com	
0	IC	6248					Principal	DVS College of Arts & Science	Post Box No. 81	Shivamogga Town	Shivamogga 577 201		Karnataka	577 201		4	1	6	1	4	1	4	1	4	1	4	1	4	1	5	1	5	1	5	1	0	0	6	1	Y	CURR	1989	2012	1/1/2010	12/31/1900										principal.dvscollege@gmail.com	
0	IC	6249					Head	Department of Telecommunications	PES Institute of Technology	"100 Feet Road, Ring Rd, BSK III St."	Bangalore 560 085		Karnataka	560 085		0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	Y	RES	2005	2006		12/31/1994											
0	II	6250					[Ref: Kakdwip Res. Centre of CIBA]	Allied Publishers Subscription	"Agency, II-E, Sun Plaza"	"19, G.N. Chetty Road"	Chennai 600 006		T.N.	600 006		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	Y	RES	2006	2010		12/31/1900											
0	IC	6251					(Ref:Venugopal Mr B  AIET Hyd)	Knowledge Park	1-7-79/2/2 Kamalanagar	ECIL Post	Hyderabad 500 062		A.P.	500 062		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	1	0	0	0	0	Y	CURR	2002	2012	1/1/2002	12/31/1993										kpark.hyd@gmail.com	
0	IC	6252					Librarian	Regency College of Education	"Mettakur, Yanam (UT of Pondicherry)"	East Godavari District	Yanam 533 464		A.P.	533 464		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0		RES	2006	2012	1/1/2006	12/31/1994											
0	IC	6253					Principal	SBP Government  College	Attn: Library	Sagwara Road	Dungarpur 314 001		Rajasthan	314 001		2	1	1	1	1	1	3	1	1	1	1	1	1	1	2	1	2	1	1	1	0	0	3	1	Y	JG	1990	2011	1/1/2004	12/31/1994											
0	II	6254					Director	Directorate of Groundnut Research	(Formerly NRCG)	"Ivnagar Road, Post Box No. 5"	Junagadh 362 001		Gujarat	362 001		0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	1	12	1	0	0	0	0	10	1	Y	JG	1989	2013		12/31/1996											
0	IC	6255					Principal	M Kumarasamy College of Engineering	Thalavapalayam	District Karur	Thalavapalayam 639 113		T.N.	639 113		2	1	2	1	2	1	2	1	2	1	2	1	2	1	0	0	0	0	6	1	0	0	4	1	Y	CURR	2006	2012	1/1/2006	12/31/1995											
0	IC	6256					(Ref:Anna Adarsh College For WOMEN)	Mother India Associates	"P.B.No 7361,AP-819,1-Street G Block"	"11th Main Rd, Annanagar"	Chennai 600 040		T.N.	600 040		2	1	0	0	1	1	0	0	1	1	1	1	0	0	1	1	0	0	1	1	0	0	0	0	Y	CURR	2007	2012	1/1/2012	12/31/1998											
0	II	6257					[Ref: L C - Library of Congress]	Central News Agency Private Limited	Ashoka Centre	"4-E/15, Jhandewalan Extension"	New Delhi 110 055		Delhi	110 055		3	6	2	3	2	12	2	10	2	2	2	9	2	1	3	5	0	0	3	3	0	0	3	8	Y	RES	2005	2012		12/31/1998										subs@cna.co.in	
0	IC	6258					Principal	Shri Shivaji Science College	(for Library)	"Shivaji Nagar, Morshi Road"	Amravati 444 603		M.S.	444 603		4	1	0	0	4	1	0	0	2	1	0	0	0	0	2	1	2	1	2	1	0	0	17	1	N	CURR	1989	2012	1/1/2006	12/31/1996										shivaji_science@dataone.in	
0	IC	6259					Principal	Magadh Mahila College		North Gandhi Maidan	Patna 800 001		Bihar	800 001		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0	Y	JG	2004	2014	1/1/2004	12/31/1991										dsinhs96@gmail.com	
0	II	6260	Another Email: dei@nde.vsnl.net.in				"Asstt. Librarian, Central Library"	Dayalbagh Educational Institute	Central Library (Deemed University)	Dayalbagh	Agra 282 110		U.P.	282 110		15	1	5	1	5	1	5	1	5	1	5	1	5	1	5	1	5	1	5	1	0	0	5	1	Y	P	1989	2012	1/1/1989	12/31/1996										mram72ster	
0	IC	6261	"Presidency College , Dep of Botany"				[Ref:Mathurapur High School)	"VPH Sibscription Services Pvt.Ltd.,"	"106, Vivekananda Road"		Kolkata 700 016		W.B.	700 016		0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	4	1	Y	P	1999	2011		12/31/1993											
0	IC	6262					Principal	Satish Public College of Education			Rewari 123 401		Haryana	123 401		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	1	0	0	0	0	Y	RES	1996	2011	1/1/1996	12/31/1990											
